seed,checkpoint,random10_gain_student_pp,random10_gain_dino_pp,dino_minus_student_random10_gain_pp,paper_late_gain_dino_pp
0,last,2.948759245675788,-2.5366978352630483,-5.485457080938836,-1.3986576858007425
0,best,3.762356006232288,0.7716537011654125,-2.9907023050668755,1.7759905380592187
