seed,initialization,method,epoch,mask,repeat,teacher_accuracy,teacher_full_accuracy,kl,full_correct_to_wrong,background_ratio,foreground_missing,swaps
2,scratch,random_low_mixed_10,0,student,0,0.85,0.965,0.35167298,0.125,0.8288265306122449,0.5289082416411598,0.0
2,scratch,random_low_mixed_10,0,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,0,random_rescue_10,0,0.91,0.965,0.22477701,0.07,0.8279591836734693,0.5297952212841659,10.0
2,scratch,random_low_mixed_10,0,foreground_rescue_10,0,0.93,0.965,0.11801019,0.04,0.7564285714285713,0.19589938736602122,7.095
2,scratch,random_low_mixed_10,0,low_score_rescue_10,0,0.905,0.965,0.26826248,0.07,0.8264795918367347,0.5194992970738067,10.0
2,scratch,random_low_mixed_10,0,random_matched,0,0.895,0.965,0.2568129,0.08,0.8270408163265307,0.5196950702616964,7.095
2,scratch,random_low_mixed_10,50,student,0,0.91,0.965,0.20431627,0.06,0.8268367346938774,0.49160827076253394,0.0
2,scratch,random_low_mixed_10,50,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,50,random_rescue_10,0,0.925,0.965,0.15600461,0.045,0.8262755102040816,0.49760502378478466,10.0
2,scratch,random_low_mixed_10,50,foreground_rescue_10,0,0.955,0.965,0.08938848,0.02,0.7539795918367347,0.172568289610412,7.14
2,scratch,random_low_mixed_10,50,low_score_rescue_10,0,0.91,0.965,0.16889851,0.055,0.822908163265306,0.48040769342956674,10.0
2,scratch,random_low_mixed_10,50,random_matched,0,0.925,0.965,0.16747427,0.045,0.8263775510204081,0.4923931521159131,7.14
2,scratch,random_low_mixed_10,51,student,0,0.89,0.965,0.2509823,0.08,0.8173469387755102,0.47881032399830836,0.0
2,scratch,random_low_mixed_10,51,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,51,random_rescue_10,0,0.91,0.965,0.20703968,0.06,0.8202040816326531,0.48382939260222413,10.0
2,scratch,random_low_mixed_10,51,foreground_rescue_10,0,0.94,0.965,0.09477125,0.025,0.7457142857142856,0.15317789409890673,7.02
2,scratch,random_low_mixed_10,51,low_score_rescue_10,0,0.905,0.965,0.22603193,0.065,0.8148469387755103,0.47072608800875904,10.0
2,scratch,random_low_mixed_10,51,random_matched,0,0.915,0.965,0.15425634,0.055,0.8176530612244898,0.48095779748188117,7.02
2,scratch,random_low_mixed_10,70,student,0,0.9,0.965,0.2283099,0.065,0.8165816326530612,0.47612600296740765,0.0
2,scratch,random_low_mixed_10,70,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,70,random_rescue_10,0,0.915,0.965,0.1932019,0.055,0.8177040816326532,0.47742105521160444,10.0
2,scratch,random_low_mixed_10,70,foreground_rescue_10,0,0.935,0.965,0.1056086,0.035,0.7446938775510205,0.15643028183981034,7.045
2,scratch,random_low_mixed_10,70,low_score_rescue_10,0,0.925,0.965,0.15669966,0.045,0.811734693877551,0.4519586705813516,10.0
2,scratch,random_low_mixed_10,70,random_matched,0,0.92,0.965,0.17001331,0.045,0.8158163265306122,0.4672419714108779,7.045
2,scratch,random_low_mixed_10,71,student,0,0.92,0.965,0.17672805,0.055,0.8199489795918368,0.4823353506569629,0.0
2,scratch,random_low_mixed_10,71,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,71,random_rescue_10,0,0.915,0.965,0.17757219,0.055,0.8212755102040816,0.4753431256129303,10.0
2,scratch,random_low_mixed_10,71,foreground_rescue_10,0,0.94,0.965,0.091556914,0.03,0.7486224489795918,0.16106498099840597,6.99
2,scratch,random_low_mixed_10,71,low_score_rescue_10,0,0.905,0.965,0.19538578,0.07,0.8157653061224491,0.4704486392945074,10.0
2,scratch,random_low_mixed_10,71,random_matched,0,0.935,0.965,0.14238982,0.04,0.8186734693877551,0.4782397221638476,6.99
2,scratch,random_low_mixed_10,100,student,0,0.89,0.965,0.23514561,0.08,0.8130612244897959,0.45884884203603454,0.0
2,scratch,random_low_mixed_10,100,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_low_mixed_10,100,random_rescue_10,0,0.915,0.965,0.16307104,0.055,0.8138775510204083,0.45356030534409286,10.0
2,scratch,random_low_mixed_10,100,foreground_rescue_10,0,0.925,0.965,0.11500412,0.04,0.7434693877551021,0.14945473365710818,6.82
2,scratch,random_low_mixed_10,100,low_score_rescue_10,0,0.915,0.965,0.16894713,0.055,0.8112244897959183,0.4408673552301005,10.0
2,scratch,random_low_mixed_10,100,random_matched,0,0.905,0.965,0.21807922,0.065,0.8118367346938774,0.45642450855942635,6.82
2,scratch,random_rescue_to_low_70,0,student,0,0.85,0.965,0.35167298,0.125,0.8288265306122449,0.5289082416411598,0.0
2,scratch,random_rescue_to_low_70,0,random,0,0.94,0.965,0.09405363,0.035,0.8246938775510205,0.48994748795493875,0.0
2,scratch,random_rescue_to_low_70,0,random_rescue_10,0,0.91,0.965,0.22477701,0.07,0.8279591836734693,0.5297952212841659,10.0
2,scratch,random_rescue_to_low_70,0,foreground_rescue_10,0,0.93,0.965,0.11801019,0.04,0.7564285714285713,0.19589938736602122,7.095
