seed,initialization,method,epoch,lr,active_method,val_macro_accuracy,val_accuracy,train_loss,optimizer_updates,train_seconds,epoch_seconds_with_probe,swaps,added_foreground,removed_foreground
0,scratch,full,45,0.0003164167527668859,full,0.587,0.587,0.4712559234301249,47,93.9056405921001,109.98294386197813,0.0,0.0,0.0
0,scratch,full,46,0.0003083391274917483,full,0.5770000000000001,0.577,0.4326097926298777,47,96.2125303808134,111.6442162618041,0.0,0.0,0.0
0,scratch,full,47,0.0003001969032834071,full,0.57,0.57,0.4292829089164734,47,95.8505336958915,112.00676419306546,0.0,0.0,0.0
0,scratch,full,48,0.00029199917396849096,full,0.5740000000000001,0.574,0.42745855951309203,47,95.50824285508133,110.95570842898451,0.0,0.0,0.0
0,scratch,full,49,0.0002837550953657579,full,0.592,0.592,0.41739329862594604,47,94.00648437393829,109.49303008802235,0.0,0.0,0.0
0,scratch,full,50,0.0002754738750602126,full,0.5890000000000001,0.589,0.39788335259755453,47,94.67371687595733,117.73898267303593,0.0,0.0,0.0
0,scratch,full,51,0.00026716476211940786,full,0.585,0.585,0.39943038233121236,47,94.42154513299465,109.76389082614332,0.0,0.0,0.0
0,scratch,full,52,0.00025883703676341484,full,0.571,0.571,0.38083228302001954,47,93.32198857795447,108.6257413518615,0.0,0.0,0.0
0,scratch,full,53,0.0002505,full,0.5780000000000001,0.578,0.3868435697555542,47,92.86464229598641,108.12670668493956,0.0,0.0,0.0
0,scratch,full,54,0.00024216296323658525,full,0.598,0.598,0.3756696185270945,47,94.29678923706524,109.74645657115616,0.0,0.0,0.0
0,scratch,full,55,0.00023383523788059215,full,0.584,0.584,0.3511790893872579,47,94.17826012405567,109.74923610687256,0.0,0.0,0.0
0,scratch,full,56,0.00022552612493978745,full,0.5740000000000001,0.574,0.3580305895805359,47,94.1805762250442,109.3824120128993,0.0,0.0,0.0
0,scratch,full,57,0.00021724490463424225,full,0.5780000000000001,0.578,0.3394634544054667,47,93.99259764398448,109.39242315199226,0.0,0.0,0.0
0,scratch,full,58,0.00020900082603150905,full,0.577,0.577,0.33836456600824993,46,94.8249269889202,110.0170709269587,0.0,0.0,0.0
0,scratch,full,59,0.00020080309671659293,full,0.602,0.602,0.3310130449930827,47,93.61317441100255,109.05866955406964,0.0,0.0,0.0
0,scratch,full,60,0.00019266087250825167,full,0.592,0.592,0.331178303082784,47,93.59697310416959,109.01026308396831,0.0,0.0,0.0
0,scratch,full,61,0.00018458324723311413,full,0.5850000000000001,0.585,0.3193099523385366,47,93.75847559305839,109.14034571591765,0.0,0.0,0.0
0,scratch,full,62,0.00017657924256903434,full,0.5740000000000001,0.574,0.3058918873469035,47,93.62151244585402,109.07303136191331,0.0,0.0,0.0
0,scratch,full,63,0.00016865779796902748,full,0.5740000000000001,0.574,0.30210377955436707,47,93.86545134498738,109.42280712001957,0.0,0.0,0.0
0,scratch,full,64,0.00016082776067704059,full,0.5930000000000001,0.593,0.3049917310078939,47,95.04669263097458,110.60283849015832,0.0,0.0,0.0
0,scratch,full,65,0.00015309787584670805,full,0.594,0.594,0.30063852286338805,47,95.25029730703682,111.36990626296028,0.0,0.0,0.0
0,scratch,full,66,0.00014547677677413047,full,0.596,0.596,0.29670634055137635,47,94.354880472878,109.83893971913494,0.0,0.0,0.0
0,scratch,full,67,0.00013797297525558255,full,0.5840000000000001,0.584,0.2970364087422689,47,93.82625910500064,109.12332955491729,0.0,0.0,0.0
0,scratch,full,68,0.00013059485208092238,full,0.5759999999999998,0.576,0.29257233047485354,47,93.31114875897765,108.70888846716844,0.0,0.0,0.0
0,scratch,full,69,0.00012335064767331658,full,0.5840000000000001,0.584,0.28661808792750043,47,94.59759821696207,110.53593684197403,0.0,0.0,0.0
0,scratch,full,70,0.00011624845288573853,full,0.5900000000000001,0.59,0.28507367610931394,47,92.91933742281981,109.02888604602776,0.0,0.0,0.0
0,scratch,full,71,0.00010929619996451647,full,0.601,0.601,0.2822777098019918,47,94.06211937917396,109.33690844802186,0.0,0.0,0.0
0,scratch,full,72,0.00010250165369002587,full,0.6050000000000001,0.605,0.2782741906642914,47,95.22760605206713,110.86036188295111,0.0,0.0,0.0
0,scratch,full,73,9.587240270441893e-05,full,0.586,0.586,0.2795972281297048,47,94.6223575740587,110.1304632469546,0.0,0.0,0.0
0,scratch,full,74,8.941585103607879e-05,full,0.6,0.6,0.2779666181405385,47,93.9046605268959,109.00662987795658,0.0,0.0,0.0
0,scratch,full,75,8.313920983026379e-05,full,0.594,0.594,0.2767830715974172,47,94.50495768920518,117.43953825393692,0.0,0.0,0.0
0,scratch,full,76,7.704948929517675e-05,full,0.603,0.603,0.2724495411713918,47,93.72336686588824,109.42703400086612,0.0,0.0,0.0
0,scratch,full,77,7.115349087245667e-05,full,0.6,0.6,0.26947224672635395,47,95.24988923594356,111.10869792895392,0.0,0.0,0.0
0,scratch,full,78,6.545779964083458e-05,full,0.596,0.596,0.26955422321955363,47,93.56773377908394,109.10148106794804,0.0,0.0,0.0
0,scratch,full,79,5.996877696144067e-05,full,0.5810000000000001,0.581,0.267674659649531,47,93.94693863787688,109.28635016991757,0.0,0.0,0.0
0,scratch,full,80,5.4692553372974075e-05,full,0.605,0.605,0.26287198082606,47,93.72427050000988,109.03682550811209,0.0,0.0,0.0
0,scratch,full,81,4.963502174467306e-05,full,0.6010000000000002,0.601,0.26319945430755615,47,93.81653211195953,109.35436512599699,0.0,0.0,0.0
0,scratch,full,82,4.480183069473086e-05,full,0.606,0.606,0.2632144400278727,47,93.74867735104635,109.24852969008498,0.0,0.0,0.0
0,scratch,full,83,4.019837828150914e-05,full,0.6160000000000001,0.616,0.26158147684733074,47,97.18942832900211,112.9136697598733,0.0,0.0,0.0
0,scratch,full,84,3.5829805974595276e-05,full,0.6060000000000001,0.606,0.2645669641494751,47,94.92647472093813,110.24019032204524,0.0,0.0,0.0
0,scratch,full,85,3.1700992912435456e-05,full,0.611,0.611,0.2594767158826192,47,94.90232254611328,110.61623004707508,0.0,0.0,0.0
0,scratch,full,86,2.781655045295966e-05,full,0.6020000000000001,0.602,0.26085229150454203,47,93.80366046982817,109.19078801409341,0.0,0.0,0.0
0,scratch,full,87,2.4180817023281995e-05,full,0.611,0.611,0.2652871913909912,47,93.36423821887001,109.18175663100556,0.0,0.0,0.0
0,scratch,full,88,2.0797853274230994e-05,full,0.611,0.611,0.2615007270971934,47,94.99603590089828,110.6752900481224,0.0,0.0,0.0
0,scratch,full,89,1.7671437545120165e-05,full,0.608,0.608,0.2592196951707204,47,93.89857456088066,109.1356440000236,0.0,0.0,0.0
0,scratch,full,90,1.480506164382429e-05,full,0.607,0.607,0.2577023665904999,47,93.35277307685465,108.88035209896043,0.0,0.0,0.0
0,scratch,full,91,1.220192694687535e-05,full,0.6100000000000001,0.61,0.2617356697718302,47,93.88279571314342,109.26574077806436,0.0,0.0,0.0
0,scratch,full,92,9.864940823933073e-06,full,0.602,0.602,0.2612505624294281,47,92.4543803089764,107.78728623082861,0.0,0.0,0.0
0,scratch,full,93,7.796713390623254e-06,full,0.6079999999999999,0.608,0.2628811993598938,47,93.97970125405118,109.45490118302405,0.0,0.0,0.0
0,scratch,full,94,5.999554593371605e-06,full,0.6039999999999999,0.604,0.25842615962028503,47,93.69403490284458,109.08944320492446,0.0,0.0,0.0
0,scratch,full,95,4.475471629487872e-06,full,0.6059999999999999,0.606,0.26124764601389566,47,94.11227228003554,109.55595991201699,0.0,0.0,0.0
0,scratch,full,96,3.2261667053823824e-06,full,0.6039999999999999,0.604,0.261542920033137,47,95.75037991185673,111.13044057507068,0.0,0.0,0.0
0,scratch,full,97,2.253035135418218e-06,full,0.6059999999999999,0.606,0.26050651009877523,47,95.55885388003662,110.87044952390715,0.0,0.0,0.0
0,scratch,full,98,1.5571637835232856e-06,full,0.6059999999999999,0.606,0.2578264718055725,47,91.93946199398488,107.1302972859703,0.0,0.0,0.0
0,scratch,full,99,1.1393298493014743e-06,full,0.6049999999999999,0.605,0.2582035988966624,47,93.25463443016633,109.24992452398874,0.0,0.0,0.0
0,scratch,full,100,1e-06,full,0.6060000000000001,0.606,0.2588695170879364,47,92.51182642299682,114.48629202716984,0.0,0.0,0.0
0,scratch,random_rescue_10,1,0.0001,random_rescue_10,0.265,0.265,1.8429253056844075,47,96.46395955514163,112.16086673806421,10.0,1.6405,1.9253333333333333
0,scratch,random_rescue_10,2,0.0002,random_rescue_10,0.34500000000000003,0.345,1.742366216023763,47,97.8140330510214,114.16071827709675,10.0,1.7518333333333334,1.8173333333333332
0,scratch,random_rescue_10,3,0.00030000000000000003,random_rescue_10,0.36900000000000005,0.369,1.6753452927271526,47,95.28837388707325,111.01521561387926,10.0,1.7175,1.8585
0,scratch,random_rescue_10,4,0.0004,random_rescue_10,0.362,0.362,1.6392637329101563,47,94.06416111579165,110.13940618303604,10.0,1.877,1.685
0,scratch,random_rescue_10,5,0.0005,random_rescue_10,0.40499999999999997,0.405,1.5921424290339152,47,94.45157466595992,110.92442582501099,10.0,1.9515,1.6035
0,scratch,random_rescue_10,6,0.0005,random_rescue_10,0.429,0.429,1.5299598350524903,47,94.40245611104183,110.07088345615193,10.0,1.9098333333333333,1.6656666666666666
0,scratch,random_rescue_10,7,0.0004998606701506985,random_rescue_10,0.453,0.453,1.4643624725341797,47,94.19813983514905,109.91772299795412,10.0,1.847,1.7396666666666667
0,scratch,random_rescue_10,8,0.0004994428362164767,random_rescue_10,0.45500000000000007,0.455,1.4277986323038736,47,94.10300324694254,110.57714263699017,10.0,1.8341666666666667,1.6975
0,scratch,random_rescue_10,9,0.0004987469648645818,random_rescue_10,0.48,0.48,1.3606656160354613,47,94.82361405296251,111.1563003140036,10.0,1.7733333333333334,1.785
0,scratch,random_rescue_10,10,0.0004977738332946176,random_rescue_10,0.485,0.485,1.2958757829666139,47,96.97623593290336,120.65373380994424,10.0,1.7205,1.855
0,scratch,random_rescue_10,11,0.0004965245283705121,random_rescue_10,0.499,0.499,1.2555849046707153,47,93.3098094491288,109.35426281299442,10.0,1.7785,1.7578333333333334
0,scratch,random_rescue_10,12,0.0004950004454066284,random_rescue_10,0.534,0.534,1.2203619635899863,47,94.65502001391724,111.40491956402548,10.0,1.7926666666666666,1.7566666666666666
0,scratch,random_rescue_10,13,0.0004932032866093767,random_rescue_10,0.5439999999999999,0.544,1.1733330488204956,47,94.19499786081724,109.99397807591595,10.0,1.7293333333333334,1.8131666666666666
0,scratch,random_rescue_10,14,0.000491135059176067,random_rescue_10,0.5519999999999999,0.552,1.1429073349634806,47,93.70659022498876,109.84075073897839,10.0,1.709,1.8278333333333334
0,scratch,random_rescue_10,15,0.0004887980730531247,random_rescue_10,0.568,0.568,1.1139131813049317,47,94.02805005200207,110.23435516795143,10.0,1.6996666666666667,1.8656666666666666
0,scratch,random_rescue_10,16,0.00048619493835617576,random_rescue_10,0.5740000000000001,0.574,1.0843707399368285,47,96.40571490908042,112.35321261105128,10.0,1.7255,1.835
0,scratch,random_rescue_10,17,0.00048332856245487986,random_rescue_10,0.572,0.572,1.0443687760035196,47,94.80544120701961,110.52269271202385,10.0,1.7196666666666667,1.832
0,scratch,random_rescue_10,18,0.000480202146725769,random_rescue_10,0.5650000000000001,0.565,1.026473160425822,47,94.53049808787182,110.30703105893917,10.0,1.78,1.8215
0,scratch,random_rescue_10,19,0.00047681918297671805,random_rescue_10,0.5800000000000001,0.58,0.9934251023928324,47,94.96143459598534,110.66664118389599,10.0,1.7905,1.7608333333333333
0,scratch,random_rescue_10,20,0.0004731834495470404,random_rescue_10,0.5720000000000001,0.572,0.9796729969978333,47,95.10968163004145,110.6883586361073,10.0,1.8146666666666667,1.751
0,scratch,random_rescue_10,21,0.00046929900708756454,random_rescue_10,0.5660000000000001,0.566,0.9485839109420776,47,96.32871883921325,112.283100083936,10.0,1.799,1.7571666666666668
0,scratch,random_rescue_10,22,0.0004651701940254048,random_rescue_10,0.5890000000000001,0.589,0.9344627285003662,47,94.95307775400579,110.76153206406161,10.0,1.7066666666666668,1.8568333333333333
0,scratch,random_rescue_10,23,0.00046080162171849087,random_rescue_10,0.576,0.576,0.9006349080403646,47,94.650184586877,110.46420428785495,10.0,1.6766666666666667,1.878
0,scratch,random_rescue_10,24,0.0004561981693052692,random_rescue_10,0.535,0.535,0.8849694344202678,47,93.83509137690999,109.40211006999016,10.0,1.7158333333333333,1.8518333333333334
0,scratch,random_rescue_10,25,0.00045136497825532695,random_rescue_10,0.5810000000000001,0.581,0.8795834290186564,47,95.2479275839869,118.40453768312,10.0,1.7156666666666667,1.8415
0,scratch,random_rescue_10,26,0.00044630744662702595,random_rescue_10,0.603,0.603,0.85029993502299,47,93.64844303298742,109.59423165791668,10.0,1.7318333333333333,1.8453333333333333
0,scratch,random_rescue_10,27,0.0004410312230385594,random_rescue_10,0.58,0.58,0.8091583892504374,47,95.03096422320232,111.0307669758331,10.0,1.7321666666666666,1.827
0,scratch,random_rescue_10,28,0.0004355422003591655,random_rescue_10,0.591,0.591,0.8076811842918395,47,94.24100241204724,110.16639083414339,10.0,1.7738333333333334,1.8036666666666668
0,scratch,random_rescue_10,29,0.0004298465091275434,random_rescue_10,0.579,0.579,0.7859361389478048,47,93.76634408789687,109.4070417820476,10.0,1.7311666666666667,1.8418333333333334
0,scratch,random_rescue_10,30,0.0004239505107048233,random_rescue_10,0.588,0.588,0.7709204599062601,47,93.5498646760825,109.35758215212263,10.0,1.7063333333333333,1.829
0,scratch,random_rescue_10,31,0.00041786079016973627,random_rescue_10,0.597,0.597,0.7582135885556539,47,94.67323511396535,110.21204570494592,10.0,1.7351666666666667,1.8148333333333333
0,scratch,random_rescue_10,32,0.00041158414896392116,random_rescue_10,0.6,0.6,0.7204287463823954,47,93.52312725805677,109.3615670511499,10.0,1.7715,1.7823333333333333
0,scratch,random_rescue_10,33,0.00040512759729558113,random_rescue_10,0.5810000000000001,0.581,0.7142209448814392,47,95.62515301280655,111.71185397193767,10.0,1.7313333333333334,1.8338333333333334
0,scratch,random_rescue_10,34,0.00039849834630997414,random_rescue_10,0.6030000000000001,0.603,0.6803298666477203,47,93.61245361785404,109.48972503305413,10.0,1.772,1.7965
0,scratch,random_rescue_10,35,0.0003917038000354835,random_rescue_10,0.601,0.601,0.6510491339365642,47,93.90261125285178,109.9025145038031,10.0,1.7568333333333332,1.8103333333333333
0,scratch,random_rescue_10,36,0.0003847515471142615,random_rescue_10,0.5979999999999999,0.598,0.6441076954205831,47,94.02418389217928,110.08504505688325,10.0,1.7901666666666667,1.759
0,scratch,random_rescue_10,37,0.00037764935232668343,random_rescue_10,0.5850000000000001,0.585,0.6134380803108216,47,94.13409690000117,109.86540734907612,10.0,1.8028333333333333,1.7811666666666666
0,scratch,random_rescue_10,38,0.0003704051479190776,random_rescue_10,0.598,0.598,0.5949381717046102,47,93.62389457807876,109.7357461429201,10.0,1.7526666666666666,1.783
0,scratch,random_rescue_10,39,0.00036302702474441743,random_rescue_10,0.5880000000000001,0.588,0.5767689696947733,47,94.33803128194995,110.28639185591601,10.0,1.7998333333333334,1.7746666666666666
0,scratch,random_rescue_10,40,0.0003555232232258696,random_rescue_10,0.571,0.571,0.5617716048558553,47,93.94387111417018,109.56986116198823,10.0,1.806,1.7531666666666668
0,scratch,random_rescue_10,41,0.00034790212415329195,random_rescue_10,0.5959999999999999,0.596,0.5609203232129415,47,95.78111149393953,111.59533833595924,10.0,1.7656666666666667,1.7853333333333334
0,scratch,random_rescue_10,42,0.0003401722393229594,random_rescue_10,0.5950000000000001,0.595,0.5390652840932211,47,94.47640867694281,110.03859055018984,10.0,1.757,1.8113333333333332
0,scratch,random_rescue_10,43,0.0003323422020309725,random_rescue_10,0.587,0.587,0.5245709726015727,47,94.71428285795264,110.21228327206336,10.0,1.772,1.7993333333333332
0,scratch,random_rescue_10,44,0.0003244207574309657,random_rescue_10,0.595,0.595,0.5170495905081431,47,94.35809058090672,110.27221223595552,10.0,1.7411666666666668,1.796
0,scratch,random_rescue_10,45,0.0003164167527668859,random_rescue_10,0.591,0.591,0.5042851427396139,47,95.34950697491877,111.35125214001164,10.0,1.7193333333333334,1.8603333333333334
0,scratch,random_rescue_10,46,0.0003083391274917483,random_rescue_10,0.591,0.591,0.5066668969790141,47,95.52704831212759,111.15417088009417,10.0,1.723,1.854
0,scratch,random_rescue_10,47,0.0003001969032834071,random_rescue_10,0.579,0.579,0.4643482058842977,47,95.61377168796025,111.58088131900877,10.0,1.7371666666666667,1.8013333333333332
0,scratch,random_rescue_10,48,0.00029199917396849096,random_rescue_10,0.588,0.588,0.46430945920944217,47,94.26940898201428,110.00814819289371,10.0,1.7411666666666668,1.815
0,scratch,random_rescue_10,49,0.0002837550953657579,random_rescue_10,0.587,0.587,0.45433184266090393,47,94.47219509584829,110.11788813909516,10.0,1.7555,1.8423333333333334
0,scratch,random_rescue_10,50,0.0002754738750602126,random_rescue_10,0.5760000000000001,0.576,0.4360281035105387,47,96.19489248213358,120.2087447680533,10.0,1.7381666666666666,1.8555
0,scratch,random_rescue_10,51,0.00026716476211940786,random_rescue_10,0.5840000000000001,0.584,0.44788505252202354,47,94.59074977901764,110.34001487703063,10.0,1.728,1.8055
0,scratch,random_rescue_10,52,0.00025883703676341484,random_rescue_10,0.5840000000000001,0.584,0.4131722534497579,47,94.68588902498595,110.48150785802864,10.0,1.7643333333333333,1.8113333333333332
0,scratch,random_rescue_10,53,0.0002505,random_rescue_10,0.568,0.568,0.4058139816919963,47,93.84843935188837,109.30107050505467,10.0,1.7421666666666666,1.8258333333333334
0,scratch,random_rescue_10,54,0.00024216296323658525,random_rescue_10,0.5960000000000001,0.596,0.4153325360616048,47,93.73536286689341,109.969153188169,10.0,1.7748333333333333,1.788
0,scratch,random_rescue_10,55,0.00023383523788059215,random_rescue_10,0.591,0.591,0.39059362292289734,47,93.99027720908634,109.9536449268926,10.0,1.7656666666666667,1.822
0,scratch,random_rescue_10,56,0.00022552612493978745,random_rescue_10,0.589,0.589,0.3956471036275228,47,94.28014731407166,109.94929804094136,10.0,1.7356666666666667,1.8558333333333332
0,scratch,random_rescue_10,57,0.00021724490463424225,random_rescue_10,0.591,0.591,0.38609124795595806,47,94.96495298692025,110.68304024916142,10.0,1.7455,1.7625
0,scratch,random_rescue_10,58,0.00020900082603150905,random_rescue_10,0.597,0.597,0.37471425080299375,47,93.64432491804473,109.38045865599997,10.0,1.719,1.8376666666666666
0,scratch,random_rescue_10,59,0.00020080309671659293,random_rescue_10,0.5780000000000001,0.578,0.36912547087669373,47,94.18930690013804,109.91631924198009,10.0,1.708,1.8775
0,scratch,random_rescue_10,60,0.00019266087250825167,random_rescue_10,0.589,0.589,0.36605754240353905,47,93.57584606599994,109.42601309507154,10.0,1.7105,1.8511666666666666
0,scratch,random_rescue_10,61,0.00018458324723311413,random_rescue_10,0.587,0.587,0.3482816976706187,47,93.8847129449714,110.2530567869544,10.0,1.6963333333333332,1.8911666666666667
0,scratch,random_rescue_10,62,0.00017657924256903434,random_rescue_10,0.584,0.584,0.35361099926630657,47,95.29422125592828,110.85413172701374,10.0,1.7033333333333334,1.8668333333333333
0,scratch,random_rescue_10,63,0.00016865779796902748,random_rescue_10,0.601,0.601,0.3529047002792358,47,94.259733062936,109.70578721398488,10.0,1.6776666666666666,1.885
0,scratch,random_rescue_10,64,0.00016082776067704059,random_rescue_10,0.598,0.598,0.3445069425106049,47,94.85541404900141,110.42420383403078,10.0,1.7191666666666667,1.8566666666666667
0,scratch,random_rescue_10,65,0.00015309787584670805,random_rescue_10,0.6119999999999999,0.612,0.34216965341567995,47,93.97277963696979,109.57733787898906,10.0,1.7531666666666668,1.8375
0,scratch,random_rescue_10,66,0.00014547677677413047,random_rescue_10,0.6000000000000001,0.6,0.34319132725397744,47,93.71732413698919,109.52410413790494,10.0,1.7486666666666666,1.8406666666666667
0,scratch,random_rescue_10,67,0.00013797297525558255,random_rescue_10,0.5940000000000001,0.594,0.3331173525651296,47,93.65596809098497,109.58487256313674,10.0,1.7216666666666667,1.8291666666666666
0,scratch,random_rescue_10,68,0.00013059485208092238,random_rescue_10,0.604,0.604,0.3244468248685201,47,94.26849551312625,109.95955498609692,10.0,1.7431666666666668,1.824
0,scratch,random_rescue_10,69,0.00012335064767331658,random_rescue_10,0.588,0.588,0.3236266655921936,47,94.58167465613224,110.45883265091106,10.0,1.7486666666666666,1.8275
0,scratch,random_rescue_10,70,0.00011624845288573853,random_rescue_10,0.601,0.601,0.3221561687787374,47,95.12928574485704,110.51777744293213,10.0,1.727,1.8588333333333333
0,scratch,random_rescue_10,71,0.00010929619996451647,random_rescue_10,0.586,0.586,0.31301355266571046,47,93.46788521693088,109.33936311979778,10.0,1.71,1.8341666666666667
0,scratch,random_rescue_10,72,0.00010250165369002587,random_rescue_10,0.593,0.593,0.31288032452265424,47,95.49571322300471,111.29150892584585,10.0,1.7243333333333333,1.8231666666666666
0,scratch,random_rescue_10,73,9.587240270441893e-05,random_rescue_10,0.597,0.597,0.3130033686161041,47,94.67207840783522,110.23909347318113,10.0,1.7241666666666666,1.8225
0,scratch,random_rescue_10,74,8.941585103607879e-05,random_rescue_10,0.588,0.588,0.3066924384435018,47,94.21718542510644,110.02520196302794,10.0,1.7173333333333334,1.8421666666666667
