epoch,seed,student_correct,teacher_full_correct,teacher_masked_correct,teacher_raw_correct,student_prediction,teacher_prediction,teacher_masked_prediction,teacher_mask_kl,teacher_raw_kl,teacher_student_kl,prediction_agreement,teacher_flip,correction_opportunity,correction_signal_preserved,swaps,raw_background_ratio,raw_foreground_missing,raw_background_excess_vs_area,raw_foreground_area_missing,raw_zero_foreground,actual_background_ratio,actual_foreground_missing,actual_background_excess_vs_area,actual_foreground_area_missing,actual_zero_foreground,added_foreground,removed_foreground,initialization,method,n_probe
45,0,0.955,0.98,0.95,0.95,4.44,4.485,4.375,0.0747370570898056,0.062442846596241,0.09878261387348175,0.96,0.035,0.03,0.025,6.0,0.7089795918367346,0.09306121492768721,-0.11571428571428571,0.12353226852224906,0.05,0.7231122448979592,0.15063993330195669,-0.10158163265306124,0.17382277579745278,0.05,0.37,1.755,imagenet,random_anneal_10,200
46,0,0.965,0.98,0.945,0.945,4.385,4.485,4.335,0.08644731342792511,0.0807737186551094,0.08671730011701584,0.97,0.04,0.02,0.015,6.0,0.7097448979591836,0.09500435375679492,-0.11494897959183675,0.12517581744672499,0.05,0.724438775510204,0.14849641396787577,-0.10025510204081632,0.17125111172907054,0.05,0.34,1.78,imagenet,random_anneal_10,200
47,0,0.975,0.98,0.965,0.955,4.425,4.485,4.39,0.04572274535894394,0.061554137617349625,0.04753635823726654,0.98,0.02,0.01,0.01,6.0,0.707704081632653,0.09077696753977725,-0.11698979591836736,0.12102895013900707,0.05,0.7220408163265306,0.14140235773345453,-0.10265306122448979,0.16537735079356936,0.05,0.335,1.74,imagenet,random_anneal_10,200
48,0,0.97,0.98,0.96,0.96,4.425,4.485,4.375,0.07003840804100037,0.0639389306306839,0.06164826452732086,0.975,0.025,0.015,0.015,6.0,0.7080612244897958,0.09405393121438113,-0.11663265306122449,0.12305677716765785,0.05,0.7228571428571428,0.15082162484426404,-0.10183673469387756,0.1773485385789536,0.05,0.345,1.795,imagenet,random_anneal_10,200
49,0,0.955,0.98,0.955,0.95,4.405,4.485,4.34,0.06505639851093292,0.08880525827407837,0.09902314841747284,0.96,0.03,0.03,0.02,6.0,0.7081122448979592,0.09270524082924429,-0.11658163265306122,0.12572888206530478,0.05,0.7232653061224491,0.1454980250105253,-0.10142857142857142,0.17100025397958235,0.05,0.305,1.79,imagenet,random_anneal_10,200
50,0,0.97,0.98,0.955,0.96,4.445,4.485,4.345,0.07006718963384628,0.06816534698009491,0.0660703107714653,0.975,0.03,0.015,0.015,5.0,0.7098469387755102,0.09593503383395227,-0.11484693877551021,0.12848155820945975,0.05,0.7223469387755103,0.14485932962717288,-0.10234693877551021,0.17186633057892323,0.05,0.295,1.52,imagenet,random_anneal_10,200
51,0,0.965,0.98,0.955,0.95,4.42,4.485,4.335,0.06124616786837578,0.06269367039203644,0.07915084809064865,0.97,0.03,0.02,0.02,5.0,0.7090816326530613,0.09334998129391923,-0.11561224489795918,0.12446234724571696,0.05,0.7216326530612244,0.1395325889021185,-0.10306122448979592,0.17058647785917855,0.05,0.3,1.53,imagenet,random_anneal_10,200
52,0,0.97,0.98,0.95,0.955,4.425,4.485,4.355,0.08021777868270874,0.062454480677843094,0.0615973100066185,0.975,0.035,0.015,0.015,5.0,0.7071938775510205,0.08877412618456247,-0.1175,0.12132305911276489,0.05,0.7207653061224489,0.1412660867993549,-0.10392857142857144,0.1691664599836804,0.05,0.27,1.6,imagenet,random_anneal_10,200
53,0,0.97,0.98,0.95,0.945,4.425,4.485,4.35,0.08195162564516068,0.08829046040773392,0.06917745620012283,0.975,0.035,0.015,0.015,5.0,0.709795918367347,0.09310583352824389,-0.11489795918367347,0.1265344982742681,0.05,0.7216326530612246,0.13755565280251456,-0.10306122448979593,0.16490560974925755,0.05,0.29,1.45,imagenet,random_anneal_10,200
54,0,0.975,0.98,0.955,0.95,4.425,4.485,4.355,0.07974734157323837,0.08487002551555634,0.052149396389722824,0.98,0.03,0.01,0.01,5.0,0.7095918367346938,0.09239628662698883,-0.11510204081632654,0.12427554351830622,0.05,0.7217857142857141,0.13680605324896236,-0.10290816326530614,0.17192154831602238,0.05,0.31,1.505,imagenet,random_anneal_10,200
55,0,0.97,0.98,0.945,0.95,4.41,4.485,4.4,0.09058311581611633,0.07971154898405075,0.0733979344367981,0.975,0.04,0.015,0.01,5.0,0.7098979591836735,0.09416269894386176,-0.11479591836734693,0.12524309911066667,0.05,0.7228571428571429,0.1477024093460954,-0.10183673469387756,0.16792983239356546,0.05,0.295,1.565,imagenet,random_anneal_10,200
56,0,0.975,0.98,0.935,0.945,4.415,4.485,4.325,0.10200871527194977,0.09991136193275452,0.04087398573756218,0.98,0.05,0.01,0.0,4.0,0.7088775510204082,0.09003914362495749,-0.11581632653061226,0.12208491507073632,0.05,0.7189285714285714,0.13335835700044166,-0.10576530612244898,0.15721114891581237,0.05,0.235,1.22,imagenet,random_anneal_10,200
57,0,0.97,0.98,0.955,0.945,4.41,4.485,4.35,0.061333369463682175,0.07182706147432327,0.05694169923663139,0.975,0.03,0.015,0.01,4.0,0.7096428571428572,0.09252138561942612,-0.11505102040816327,0.12479279470833717,0.05,0.7193367346938774,0.1325930339879778,-0.10535714285714287,0.1556911835144274,0.05,0.245,1.195,imagenet,random_anneal_10,200
58,0,0.98,0.98,0.945,0.95,4.455,4.485,4.35,0.0990610122680664,0.08360783755779266,0.047788795083761215,0.975,0.04,0.01,0.005,4.0,0.7082142857142857,0.08917014600399,-0.11647959183673469,0.12101854284032015,0.05,0.7185204081632652,0.13644912171421048,-0.1061734693877551,0.158870873976266,0.05,0.22,1.23,imagenet,random_anneal_10,200
59,0,0.97,0.98,0.95,0.945,4.505,4.485,4.35,0.07864641398191452,0.09074118733406067,0.0432998426258564,0.98,0.035,0.015,0.015,4.0,0.7074489795918367,0.08759270511359,-0.11724489795918368,0.11981668483203975,0.05,0.7176020408163265,0.12621202781326643,-0.10709183673469388,0.15432284813075967,0.05,0.24,1.235,imagenet,random_anneal_10,200
60,0,0.97,0.98,0.945,0.945,4.455,4.485,4.365,0.08230189979076385,0.09385020285844803,0.03603538125753403,0.98,0.035,0.015,0.015,4.0,0.7087755102040816,0.08916722345887602,-0.11591836734693878,0.12049819619365736,0.05,0.717908163265306,0.1266780037913807,-0.10678571428571429,0.15381116526201366,0.05,0.235,1.13,imagenet,random_anneal_10,200
61,0,0.975,0.98,0.955,0.95,4.495,4.485,4.32,0.07498941570520401,0.06839986145496368,0.06302282959222794,0.97,0.03,0.015,0.01,4.0,0.7078571428571427,0.08958274621653665,-0.11683673469387756,0.12121196581952973,0.05,0.7171428571428572,0.13440987164911472,-0.10755102040816328,0.15676457431567542,0.05,0.205,1.115,imagenet,random_anneal_10,200
62,0,0.965,0.98,0.945,0.955,4.49,4.485,4.32,0.060300201177597046,0.04879017174243927,0.05730678141117096,0.975,0.04,0.02,0.01,3.0,0.706734693877551,0.08706710664268442,-0.11795918367346939,0.11850933854904724,0.05,0.7139795918367347,0.12060106709005766,-0.11071428571428572,0.1439762912807055,0.05,0.145,0.855,imagenet,random_anneal_10,200
63,0,0.97,0.98,0.945,0.945,4.385,4.485,4.325,0.09844476729631424,0.08334682136774063,0.0616556853055954,0.975,0.04,0.015,0.005,3.0,0.707857142857143,0.08975531989541279,-0.11683673469387756,0.12104007105896017,0.05,0.7147448979591837,0.11525618574298056,-0.10994897959183675,0.14278372644912452,0.05,0.17,0.845,imagenet,random_anneal_10,200
64,0,0.965,0.98,0.955,0.95,4.435,4.485,4.395,0.08021272718906403,0.07949411869049072,0.057100988924503326,0.975,0.03,0.02,0.015,3.0,0.7064285714285714,0.08588492651873758,-0.11826530612244898,0.11676162392803235,0.05,0.7131122448979592,0.11038702052160634,-0.11158163265306122,0.14081007063621656,0.05,0.165,0.82,imagenet,random_anneal_10,200
65,0,0.96,0.98,0.955,0.955,4.47,4.485,4.385,0.07203245162963867,0.05588386952877045,0.05819117650389671,0.97,0.03,0.025,0.02,3.0,0.7065816326530612,0.08522934877223291,-0.11811224489795918,0.11603205428429647,0.05,0.7135714285714286,0.11191304224921933,-0.11112244897959184,0.13859179937979207,0.05,0.175,0.86,imagenet,random_anneal_10,200
66,0,0.965,0.98,0.955,0.96,4.49,4.485,4.35,0.06042596697807312,0.04625692218542099,0.04506509751081467,0.97,0.03,0.02,0.02,3.0,0.7053061224489795,0.08341069674665187,-0.11938775510204082,0.11389306584227597,0.05,0.7125510204081632,0.11593408479279141,-0.11214285714285716,0.1405275422590785,0.05,0.15,0.86,imagenet,random_anneal_10,200
67,0,0.97,0.98,0.95,0.955,4.48,4.485,4.345,0.061833471059799194,0.06823673844337463,0.06570319086313248,0.975,0.03,0.015,0.015,3.0,0.7043877551020407,0.08244153189043472,-0.12030612244897959,0.11347344719659304,0.05,0.7117857142857144,0.11911299780407089,-0.11290816326530613,0.14009097013622523,0.05,0.145,0.87,imagenet,random_anneal_10,200
68,0,0.97,0.98,0.96,0.955,4.425,4.485,4.385,0.05863228440284729,0.056032322347164154,0.06141002103686333,0.975,0.025,0.015,0.015,2.0,0.7038775510204082,0.08049865399816188,-0.12081632653061224,0.11111792300100205,0.05,0.7086734693877551,0.09946458766978837,-0.11602040816326532,0.12702647716505452,0.05,0.105,0.575,imagenet,random_anneal_10,200
69,0,0.975,0.98,0.955,0.955,4.505,4.485,4.39,0.06890573352575302,0.07084767520427704,0.04957936331629753,0.985,0.03,0.01,0.01,2.0,0.7044897959183674,0.08241688857756028,-0.12020408163265305,0.11212990710366284,0.05,0.7092346938775509,0.1065604364853468,-0.11545918367346938,0.13304231043177425,0.05,0.125,0.59,imagenet,random_anneal_10,200
70,0,0.965,0.98,0.94,0.945,4.465,4.485,4.295,0.10327783226966858,0.09104261547327042,0.05937203764915466,0.975,0.045,0.02,0.015,2.0,0.7055102040816326,0.084729005616607,-0.11918367346938774,0.1152116741365171,0.05,0.7103571428571428,0.10529699271137065,-0.11433673469387756,0.13111370337894188,0.05,0.105,0.58,imagenet,random_anneal_10,200
71,0,0.97,0.98,0.94,0.95,4.425,4.485,4.3,0.0928044244647026,0.08800166100263596,0.04927175119519234,0.975,0.045,0.015,0.005,2.0,0.7089285714285714,0.09143677075941327,-0.11576530612244898,0.12235759678267641,0.05,0.7135714285714286,0.10991610926314459,-0.11112244897959184,0.13827698935521768,0.05,0.11,0.565,imagenet,random_anneal_10,200
72,0,0.975,0.98,0.945,0.95,4.44,4.485,4.305,0.10180555284023285,0.08978986740112305,0.04637840390205383,0.98,0.04,0.01,0.005,2.0,0.7076530612244898,0.08844880733068955,-0.11704081632653061,0.12019613660144386,0.05,0.7123469387755103,0.1071898494291988,-0.1123469387755102,0.13383019712753594,0.05,0.12,0.58,imagenet,random_anneal_10,200
