seed,initialization,method,best_epoch,validation_best_pct,validation_last_pct,test_best_pct,test_last_pct
0,imagenet,student,10,96.89999999999999,96.39999999999999,97.31778123163998,96.3599756328031
0,imagenet,random_anneal_10,76,97.30000000000001,97.00000000000001,96.85000497787446,96.2005992482397
0,scratch,student,35,62.0,60.699999999999996,58.56344490463906,59.06573629198242
0,scratch,random_anneal_10,72,62.7,61.6,59.315682315777195,59.30279871127478
